pha_id,name,pha_type,state,zip_code
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90026
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90027
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90028
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90029
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90030
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90031
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90032
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90033
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90034
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90035
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90036
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90037
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90038
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90039
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90040
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90041
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90042
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90043
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90044
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90045
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90046
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90047
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90048
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90049
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90050
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90051
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90052
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90053
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90054
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90055
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90056
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90057
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90058
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90059
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90060
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90061
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90062
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90063
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90064
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90065
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90066
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90067
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90068
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90069
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90070
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90071
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90072
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90073
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90074
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90075
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90076
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90077
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90078
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90079
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90080
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90081
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90082
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90083
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90084
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90086
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90087
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90088
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90089
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90091
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90093
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90094
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90095
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90096
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90097
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90099
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90101
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90102
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90103
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90174
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90185
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90201
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90202
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90209
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90210
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90211
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90212
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90213
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90220
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90221
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90222
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90223
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90224
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90230
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90231
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90232
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90233
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90239
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90240
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90241
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90242
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90245
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90247
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90248
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90249
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90250
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90251
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90254
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90255
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90260
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90261
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90262
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90263
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90264
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90265
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90266
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90267
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90270
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90272
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90274
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90275
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90277
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90278
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90280
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90290
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90291
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90292
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90293
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90294
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90295
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90296
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90301
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90302
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90303
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90304
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90305
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90306
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90307
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90308
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90309
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90310
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90311
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90312
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90313
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90397
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90398
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90401
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90402
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90403
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90404
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90405
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90406
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90407
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90408
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90409
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90410
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90411
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90501
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90502
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90503
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90504
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90505
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90506
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90507
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90508
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90509
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90510
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90601
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90602
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90603
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90604
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90605
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90606
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90607
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90608
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90609
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90610
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90612
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90637
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90638
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90639
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90640
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90650
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90651
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90652
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90659
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90660
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90661
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90662
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90665
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90670
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90671
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90701
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90702
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90703
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90704
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90706
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90707
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90710
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90711
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90712
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90713
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90714
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90715
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90716
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90717
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90723
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90731
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90732
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90733
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90734
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90744
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90745
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90746
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90747
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90748
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90749
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90755
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90845
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,90888
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91001
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91003
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91006
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91007
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91009
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91010
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91011
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91012
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91016
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91017
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91020
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91021
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91023
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91024
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91025
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91030
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91031
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91040
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91041
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91042
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91043
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91046
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91050
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91051
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91066
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91077
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91108
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91118
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91131
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91175
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91186
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91187
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91191
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91201
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91202
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91203
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91204
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91205
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91206
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91207
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91208
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91209
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91210
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91214
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91221
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91222
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91224
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91225
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91226
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91301
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91302
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91303
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91304
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91305
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91306
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91307
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91308
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91309
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91310
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91311
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91312
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91313
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91316
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91321
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91322
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91324
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91325
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91326
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91327
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91328
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91329
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91330
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91331
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91333
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91334
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91335
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91337
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91340
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91341
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91342
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91343
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91344
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91345
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91346
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91350
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91351
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91352
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91353
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91354
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91355
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91356
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91357
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91363
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91364
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91365
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91367
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91371
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91372
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91376
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91380
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91381
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91382
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91383
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91384
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91385
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91386
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91387
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91388
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91390
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91392
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91393
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91394
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91395
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91396
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91399
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91401
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91402
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91403
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91404
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91405
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91406
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91407
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91408
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91409
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91410
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91411
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91412
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91413
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91416
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91423
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91426
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91436
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91470
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91482
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91495
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91496
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91497
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91499
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91501
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91502
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91503
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91504
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91505
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91506
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91507
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91508
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91510
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91521
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91522
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91523
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91526
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91601
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91602
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91603
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91604
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91605
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91606
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91607
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91608
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91609
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91610
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91611
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91612
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91614
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91615
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91616
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91617
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91618
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91702
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91706
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91711
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91714
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91715
lac,Los Angeles County Department of Public Health,COUNTY,CALIFORNIA,91716
